dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1680138000,2023-03-30 01:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,3.95,10000,-1.42,2.08,2.06,4.45,1015,,,67,2.06,190,,,,,,100,804,Clouds,overcast clouds,04n
1680141600,2023-03-30 02:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,3.97,10000,-0.88,1.52,2.3,4.45,1014,,,70,2.68,175,4.47,,,,,100,804,Clouds,overcast clouds,04n
1680145200,2023-03-30 03:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,4.58,10000,-0.36,3.11,2.62,5.23,1014,,,70,1.79,193,4.47,,,,,100,804,Clouds,overcast clouds,04n
1680148800,2023-03-30 04:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,4.58,10000,0.16,3.42,2.62,5.01,1013,,,73,1.54,170,,,,,,75,803,Clouds,broken clouds,04n
1680152400,2023-03-30 05:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,4.7,10000,0.65,3.25,3.41,5.01,1012,,,75,1.79,174,6.26,,,,,75,500,Rain,light rain,10d
1680156000,2023-03-30 06:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,5.08,10000,1.74,3.23,3.41,5.57,1012,,,79,2.24,167,6.71,,,,,75,803,Clouds,broken clouds,04d
1680159600,2023-03-30 07:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,6.54,10000,2.25,4.94,4.84,7.06,1012,,,74,2.24,196,8.05,0.16,,,,75,500,Rain,light rain,10d
1680163200,2023-03-30 08:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,8.77,10000,2.78,6.98,7.62,9.39,1012,,,66,3.09,180,,,,,,0,800,Clear,sky is clear,01d
1680166800,2023-03-30 09:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,9.51,10000,4.32,7.12,8.1,9.97,1011,,,70,4.63,220,,,,,,40,802,Clouds,scattered clouds,03d
1680170400,2023-03-30 10:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,10.18,10000,4.96,9.08,9.21,11.08,1010,,,70,4.02,198,8.94,,,,,40,500,Rain,light rain,10d
1680174000,2023-03-30 11:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,11.28,10000,5.38,10.21,10.78,13.28,1009,,,67,3.09,170,,,,,,0,800,Clear,sky is clear,01d
1680177600,2023-03-30 12:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,13.15,10000,6.04,12.14,12.62,13.84,1009,,,62,3.6,190,,,,,,40,802,Clouds,scattered clouds,03d
1680181200,2023-03-30 13:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,13.24,10000,6.59,12.29,12.62,13.84,1008,,,64,2.57,210,,,,,,100,500,Rain,light rain,10d
1680184800,2023-03-30 14:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,12.04,10000,6.95,11.15,10.95,13.17,1008,,,71,5.66,220,,0.27,,,,20,500,Rain,light rain,10d
1680188400,2023-03-30 15:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,11.68,10000,7.6,10.89,11.34,12.55,1007,,,76,2.06,160,,0.36,,,,0,500,Rain,light rain,10d
1680192000,2023-03-30 16:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,11.92,10000,7.63,11.13,10.64,13.1,1006,,,75,3.13,189,5.81,0.1,,,,0,500,Rain,light rain,10d
1680195600,2023-03-30 17:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,12.24,10000,8.14,11.5,10.95,12.75,1006,,,76,5.14,220,,,,,,0,800,Clear,sky is clear,01d
1680199200,2023-03-30 18:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,11.8,10000,8.28,11.1,10.95,12.19,1006,,,79,4.63,210,,0.28,,,,20,500,Rain,light rain,10n
1680202800,2023-03-30 19:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,10.78,10000,8.36,10.13,9.84,11.08,1006,,,85,4.63,220,,0.51,,,,75,520,Rain,light intensity shower rain,09n
1680206400,2023-03-30 20:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,9.85,10000,8.45,7.61,8.97,10.78,1006,,,91,4.47,244,9.83,0.51,,,,75,520,Rain,light intensity shower rain,09n
1680210000,2023-03-30 21:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,9.93,10000,8.53,7.86,8.73,10.78,1005,,,91,4.12,220,,,,,,75,803,Clouds,broken clouds,04n
1680213600,2023-03-30 22:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,9.43,10000,7.87,6.82,8.73,10.33,1005,,,90,5.14,230,,,,,,0,800,Clear,sky is clear,01n
1680217200,2023-03-30 23:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,9.35,10000,7.3,6.53,8.41,10.23,1005,,,87,5.66,240,,,,,,75,803,Clouds,broken clouds,04n
1680220800,2023-03-31 00:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,9.49,10000,7.1,6.23,8.41,9.97,1005,,,85,7.2,250,,,,,,75,803,Clouds,broken clouds,04n
1680224400,2023-03-31 01:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,9.22,10000,7,5.88,7.62,9.81,1005,,,86,7.2,260,,,,,,100,804,Clouds,overcast clouds,04n
1680228000,2023-03-31 02:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,8.45,10000,6.74,5.4,7.62,8.86,1005,,,89,5.66,250,,,,,,100,804,Clouds,overcast clouds,04n
1680231600,2023-03-31 03:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,8,10000,6.62,5.49,7.06,8.34,1005,,,91,4.12,230,,,,,,100,804,Clouds,overcast clouds,04n
1680235200,2023-03-31 04:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,7.77,10000,6.23,5.47,6.62,8.34,1005,,,90,3.6,230,,,,,,75,803,Clouds,broken clouds,04n
1680238800,2023-03-31 05:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,7.73,10000,6.36,6.08,5.95,8.34,1005,,,91,2.57,210,,,,,,20,801,Clouds,few clouds,02d
1680242400,2023-03-31 06:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,7.73,10000,6.2,5.73,7.06,8.34,1005,,,90,3.09,220,,,,,,75,803,Clouds,broken clouds,04d
1680246000,2023-03-31 07:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,8.41,10000,6.37,6.25,7.62,8.9,1005,,,87,3.6,220,,,,,,20,801,Clouds,few clouds,02d
1680249600,2023-03-31 08:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,9.78,10000,7.03,7.68,9.28,9.97,1004,,,83,4.12,210,,,,,,40,802,Clouds,scattered clouds,03d
1680253200,2023-03-31 09:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,11.14,10000,7.45,10.35,10.4,12.3,1003,,,78,4.63,220,,,,,,20,801,Clouds,few clouds,02d
1680256800,2023-03-31 10:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,12.49,10000,7.59,11.67,11.81,14.21,1003,,,72,3.6,220,,,,,,20,801,Clouds,few clouds,02d
1680260400,2023-03-31 11:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,14.68,10000,8.4,13.93,13.56,16.12,1002,,,66,4.12,210,,,,,,40,802,Clouds,scattered clouds,03d
1680264000,2023-03-31 12:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,14.1,10000,7.63,13.26,13.73,14.95,1001,,,65,4.12,230,,,,,,75,803,Clouds,broken clouds,04d
1680267600,2023-03-31 13:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,14.8,10000,7.83,13.98,13.73,16.06,1000,,,63,3.6,210,,0.11,,,,20,500,Rain,light rain,10d
1680271200,2023-03-31 14:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,15.55,10000,6.82,14.62,13.41,16.68,999,,,56,4.63,220,,,,,,20,801,Clouds,few clouds,02d
1680274800,2023-03-31 15:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,12.03,10000,7.94,11.27,11.12,14.28,999,,,76,2.06,210,,0.51,,,,75,520,Rain,light intensity shower rain,09d
1680278400,2023-03-31 16:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,11.58,10000,8.25,10.88,10.08,13.28,998,,,80,2.06,190,,1.52,,,,75,501,Rain,moderate rain,10d
1680282000,2023-03-31 17:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,11.37,10000,7.86,10.63,9.52,12.06,998,,,79,4.63,210,,0.5,,,,75,500,Rain,light rain,10d
1680285600,2023-03-31 18:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,9.8,8000,7.91,7.7,8.97,10.53,998,,,88,4.12,220,,0.77,,,,75,500,Rain,light rain,10n
1680289200,2023-03-31 19:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,9.29,10000,8.53,9.29,8.41,9.97,997,,,95,1.03,0,,2.16,,,,75,520,Rain,light intensity shower rain,09n
1680292800,2023-03-31 20:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,9.06,10000,8.46,8.05,8.41,9.45,998,,,96,2.06,210,,2.54,,,,75,520,Rain,light intensity shower rain,09n
1680296400,2023-03-31 21:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,9.06,10000,8.61,7.59,7.86,9.45,997,,,97,2.68,270,2.24,0.48,,,,100,500,Rain,light rain,10n
1680300000,2023-03-31 22:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,9.05,10000,8.14,7.65,7.86,9.45,997,,,94,2.57,220,,0.15,,,,0,500,Rain,light rain,10n
1680303600,2023-03-31 23:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,8.81,10000,7.9,8.25,7.3,9.45,996,,,94,1.54,210,,,,,,75,803,Clouds,broken clouds,04n
1680307200,2023-04-01 00:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,8.51,10000,7.76,6.38,7.3,8.9,996,,,95,3.6,230,,0.25,,,,100,500,Rain,light rain,10n
1680310800,2023-04-01 01:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,8.18,10000,7.73,5.97,7.17,8.86,996,,,97,3.6,240,,0.51,,,,75,500,Rain,light rain,10n
1680314400,2023-04-01 02:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,7.87,5000,7.42,5.09,6.06,8.34,996,,,97,4.63,240,,,,,,75,701,Mist,mist,50n
1680318000,2023-04-01 03:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,7.45,10000,6.7,5.75,6.06,7.81,996,,,95,2.57,220,,,,,,75,803,Clouds,broken clouds,04n
1680321600,2023-04-01 04:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,7.25,10000,6.66,5.93,6.06,7.79,997,,,96,2.06,220,,,,,,75,803,Clouds,broken clouds,04n
1680325200,2023-04-01 05:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,7,10000,6.41,5.64,6.51,7.55,997,,,96,2.06,210,,,,,,40,802,Clouds,scattered clouds,03d
1680328800,2023-04-01 06:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,7.81,10000,6.91,5.82,7.3,8.34,997,,,94,3.09,220,,,,,,75,803,Clouds,broken clouds,04d
1680332400,2023-04-01 07:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,8.72,10000,7.33,6.14,7.86,9.45,997,,,91,4.63,240,,,,,,100,804,Clouds,overcast clouds,04d
1680336000,2023-04-01 08:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,9.16,10000,7.61,6.29,7.86,10.01,997,,,90,5.66,240,,0.28,,,,75,500,Rain,light rain,10d
1680339600,2023-04-01 09:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,9.25,3800,7.86,7.28,8.41,9.84,997,,,91,3.6,230,,0.51,,,,75,500,Rain,light rain,10d
1680339600,2023-04-01 09:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,9.25,3800,7.86,7.28,8.41,9.84,997,,,91,3.6,230,,0.51,,,,75,701,Mist,mist,50d
1680343200,2023-04-01 10:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,9.91,10000,8.99,7.42,9.11,10.4,997,,,94,5.14,250,,0.64,,,,75,500,Rain,light rain,10d
1680346800,2023-04-01 11:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,9.34,7000,7.79,7.14,8.81,10.4,997,,,90,4.12,280,,0.51,,,,75,520,Rain,light intensity shower rain,09d
1680350400,2023-04-01 12:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,9.18,10000,7.79,7.8,8.81,9.84,999,,,91,2.57,280,,1.02,,,,75,501,Rain,moderate rain,10d
1680354000,2023-04-01 13:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,9.74,10000,8.18,8.15,8.41,10.57,998,,,90,3.09,310,,0.27,,,,75,500,Rain,light rain,10d
1680357600,2023-04-01 14:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,9.4,10000,8.17,7.46,8.73,10.01,999,,,92,3.6,310,,0.25,,,,75,500,Rain,light rain,10d
1680361200,2023-04-01 15:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,8.79,6000,7.56,6.46,8,9.28,1000,,,92,4.12,310,,0.51,,,,75,520,Rain,light intensity shower rain,09d
1680364800,2023-04-01 16:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,7.79,8000,6.73,5.06,7.45,8.17,1001,,,93,4.47,355,12.96,0.51,,,,100,500,Rain,light rain,10d
1680368400,2023-04-01 17:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,7.23,7000,6.64,5.13,6.19,8.17,1001,,,96,3.09,350,,,,,,100,804,Clouds,overcast clouds,04d
1680372000,2023-04-01 18:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,7.12,4100,6.37,4.99,6.34,7.79,1003,,,95,3.09,340,,,,,,100,701,Mist,mist,50n
1680375600,2023-04-01 19:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,6.68,2400,6.09,4.46,5.78,7.23,1003,,,96,3.09,340,,,,,,100,701,Mist,mist,50n
1680379200,2023-04-01 20:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,6.35,3000,5.76,4.44,5.08,6.81,1004,,,96,2.57,320,,,,,,100,701,Mist,mist,50n
1680382800,2023-04-01 21:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,5.63,2500,5.19,3.59,4.52,6.51,1005,,,97,2.57,340,,,,,,100,701,Mist,mist,50n
1680386400,2023-04-01 22:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,4.94,2500,4.5,1.77,3.97,5.95,1005,,,97,4.02,360,8.05,0.25,,,,100,300,Drizzle,light intensity drizzle,09n
1680386400,2023-04-01 22:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,4.94,2500,4.5,1.77,3.97,5.95,1005,,,97,4.02,360,8.05,0.25,,,,100,701,Mist,mist,50n
1680386400,2023-04-01 22:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,4.94,2500,4.5,1.77,3.97,5.95,1005,,,97,4.02,360,8.05,0.25,,,,100,500,Rain,light rain,10n
1680390000,2023-04-01 23:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,4.46,2900,4.03,0.29,3.41,5.95,1006,,,97,5.81,5,12.07,0.25,,,,100,701,Mist,mist,50n
1680390000,2023-04-01 23:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,4.46,2900,4.03,0.29,3.41,5.95,1006,,,97,5.81,5,12.07,0.25,,,,100,500,Rain,light rain,10n
1680393600,2023-04-02 00:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,3.83,3100,3.4,1.36,2.86,4.45,1006,,,97,2.68,12,9.39,,,,,100,701,Mist,mist,50n
1680397200,2023-04-02 01:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,3.65,3500,3.07,0.82,2.3,4.84,1007,,,96,3.09,330,,,,,,100,701,Mist,mist,50n
1680400800,2023-04-02 02:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,3.19,2500,2.76,0.23,2.3,3.9,1007,,,97,3.13,360,8.49,0.25,,,,100,701,Mist,mist,50n
1680400800,2023-04-02 02:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,3.19,2500,2.76,0.23,2.3,3.9,1007,,,97,3.13,360,8.49,0.25,,,,100,500,Rain,light rain,10n
1680404400,2023-04-02 03:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,3.03,5000,2.6,-1.31,2.06,3.34,1008,,,97,5.36,17,10.28,0.51,,,,100,701,Mist,mist,50n
1680404400,2023-04-02 03:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,3.03,5000,2.6,-1.31,2.06,3.34,1008,,,97,5.36,17,10.28,0.51,,,,100,500,Rain,light rain,10n
1680408000,2023-04-02 04:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,2.91,5000,2.48,-0.08,1.75,3.73,1008,,,97,3.09,340,,0.51,,,,100,701,Mist,mist,50n
1680408000,2023-04-02 04:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,2.91,5000,2.48,-0.08,1.75,3.73,1008,,,97,3.09,340,,0.51,,,,100,500,Rain,light rain,10n
1680411600,2023-04-02 05:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,2.66,7000,2.09,-1.77,1.19,3.73,1009,,,96,5.36,346,12.07,0.38,,,,100,500,Rain,light rain,10d
1680415200,2023-04-02 06:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,2.39,9000,1.82,-1.42,1.81,3.17,1010,,,96,4.12,350,,0.31,,,,100,300,Drizzle,light intensity drizzle,09d
1680415200,2023-04-02 06:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,2.39,9000,1.82,-1.42,1.81,3.17,1010,,,96,4.12,350,,0.31,,,,100,500,Rain,light rain,10d
1680418800,2023-04-02 07:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,2.6,5000,1.88,-0.82,2.06,3.17,1011,,,95,3.6,340,,31.5,,,,75,701,Mist,mist,50d
1680418800,2023-04-02 07:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,2.6,5000,1.88,-0.82,2.06,3.17,1011,,,95,3.6,340,,31.5,,,,75,503,Rain,very heavy rain,10d
1680418800,2023-04-02 07:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,2.6,5000,1.88,-0.82,2.06,3.17,1011,,,95,3.6,340,,31.5,,,,75,300,Drizzle,light intensity drizzle,09d
1680422400,2023-04-02 08:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,2.6,7000,1.88,-0.45,2.06,2.81,1012,,,95,3.09,340,,0.25,,,,100,300,Drizzle,light intensity drizzle,09d
1680422400,2023-04-02 08:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,2.6,7000,1.88,-0.45,2.06,2.81,1012,,,95,3.09,340,,0.25,,,,100,500,Rain,light rain,10d
1680426000,2023-04-02 09:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,2.8,5000,1.93,-2.2,2.06,3.34,1012,,,94,6.71,317,10.73,0.25,,,,100,300,Drizzle,light intensity drizzle,09d
1680426000,2023-04-02 09:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,2.8,5000,1.93,-2.2,2.06,3.34,1012,,,94,6.71,317,10.73,0.25,,,,100,701,Mist,mist,50d
1680426000,2023-04-02 09:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,2.8,5000,1.93,-2.2,2.06,3.34,1012,,,94,6.71,317,10.73,0.25,,,,100,500,Rain,light rain,10d
1680429600,2023-04-02 10:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,2.55,10000,1.83,-1.91,1.75,3.1,1013,,,95,5.36,340,12.52,0.19,,,,100,500,Rain,light rain,10d
1680433200,2023-04-02 11:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,3.09,10000,1.77,-0.5,1.75,3.9,1014,,,91,4.02,355,8.05,0.15,,,,100,500,Rain,light rain,10d
1680436800,2023-04-02 12:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,2.77,10000,1.6,-0.96,1.75,3.3,1015,,,92,4.12,340,,0.11,,,,75,500,Rain,light rain,10d
1680440400,2023-04-02 13:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,2.8,10000,1.33,-1.6,1.75,3.34,1016,,,90,5.36,22,11.62,0.1,,,,75,500,Rain,light rain,10d
1680444000,2023-04-02 14:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,2.71,10000,1.08,-2.66,2.06,3.1,1016,,,89,7.6,9,13.41,0.25,,,,75,500,Rain,light rain,10d
1680447600,2023-04-02 15:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,2.5,10000,1.03,-2.19,1.89,2.81,1017,,,90,5.81,14,12.96,0.21,,,,100,500,Rain,light rain,10d
1680451200,2023-04-02 16:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,1.13,7000,-0.02,-2.97,0.23,2.62,1018,,,92,4.12,350,,0.76,,,,75,500,Rain,light rain,10d
1680451200,2023-04-02 16:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,1.13,7000,-0.02,-2.97,0.23,2.62,1018,,,92,4.12,350,,0.76,,,,75,600,Snow,light snow,13d
1680454800,2023-04-02 17:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,0.34,1000,-0.32,-2.13,-1.03,1.08,1019,,,95,2.06,320,,1.78,,,,75,501,Rain,moderate rain,10d
1680454800,2023-04-02 17:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,0.34,1000,-0.32,-2.13,-1.03,1.08,1019,,,95,2.06,320,,1.78,,,,75,600,Snow,light snow,13d
1680454800,2023-04-02 17:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,0.34,1000,-0.32,-2.13,-1.03,1.08,1019,,,95,2.06,320,,1.78,,,,75,701,Mist,mist,50d
1680458400,2023-04-02 18:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,0.99,4700,0.28,-3.08,0.4,1.64,1019,,,95,4.02,5,11.18,0.64,,,,75,701,Mist,mist,50n
1680458400,2023-04-02 18:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,0.99,4700,0.28,-3.08,0.4,1.64,1019,,,95,4.02,5,11.18,0.64,,,,75,500,Rain,light rain,10n
1680462000,2023-04-02 19:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,1.48,10000,0.91,-3.26,0.08,2.19,1020,,,96,5.36,355,10.28,1.52,,,,100,501,Rain,moderate rain,10n
1680465600,2023-04-02 20:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,1.7,10000,1.13,-0.55,0.08,2.55,1020,,,96,2.06,350,,0.51,,,,0,500,Rain,light rain,10n
1680469200,2023-04-02 21:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,1.78,10000,1.21,-2.65,0.08,2.79,1021,,,96,4.92,355,11.62,,,0.11,,20,600,Snow,light snow,13n
1680472800,2023-04-02 22:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,1.56,10000,-0.18,-3.16,0.08,2.23,1021,,,88,5.36,9,11.18,,,,,0,800,Clear,sky is clear,01n
1680476400,2023-04-02 23:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,0.77,10000,-1.43,-4.99,-0.33,1.51,1022,,,84,7.15,360,11.18,,,,,0,800,Clear,sky is clear,01n
1680480000,2023-04-03 00:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,0.38,10000,-2.06,-5.3,-0.89,1.51,1022,,,82,6.71,12,13.41,,,,,0,800,Clear,sky is clear,01n
1680483600,2023-04-03 01:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,-0.36,10000,-3.18,-5.57,-1.27,0.01,1022,,,79,5.36,360,11.18,,,,,0,800,Clear,sky is clear,01n
1680487200,2023-04-03 02:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,-0.81,10000,-3.63,-6.14,-2.14,-0.19,1023,,,79,5.36,345,11.18,,,,,0,800,Clear,sky is clear,01n
1680490800,2023-04-03 03:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,-1.22,10000,-4.03,-5.87,-2.14,-0.59,1023,,,79,4.12,360,,,,,,0,800,Clear,sky is clear,01n
1680494400,2023-04-03 04:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,-1.65,10000,-4.3,-7.44,-2.7,-0.72,1023,,,80,5.81,45,12.07,,,,,0,800,Clear,sky is clear,01n
1680498000,2023-04-03 05:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,-1.49,10000,-3.85,-7.47,-2.7,-0.72,1024,,,82,6.26,360,11.18,,,,,0,800,Clear,sky is clear,01d
1680501600,2023-04-03 06:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,-0.58,10000,-3.4,-5.85,-1.27,0.08,1024,,,79,5.36,9,12.07,,,,,0,800,Clear,sky is clear,01d
1680505200,2023-04-03 07:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,1.02,10000,-4.09,-3.72,-0.16,1.64,1025,,,66,5.14,360,,,,,,0,800,Clear,sky is clear,01d
1680508800,2023-04-03 08:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,0.96,10000,-5.45,-5.16,0.57,2.17,1025,,,59,8.23,20,,,,,,20,801,Clouds,few clouds,02d
1680512400,2023-04-03 09:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,1.9,10000,-4.66,-4.18,0.81,3.3,1025,,,59,8.94,5,16.54,,,,,20,801,Clouds,few clouds,02d
1680516000,2023-04-03 10:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,2.54,10000,-4.53,-2.88,0.95,3.34,1026,,,57,7.6,348,15.2,,,,,75,803,Clouds,broken clouds,04d
1680519600,2023-04-03 11:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,3.47,10000,-4.83,-0.89,2.73,4.41,1025,,,52,5.66,10,10.8,,,,,75,803,Clouds,broken clouds,04d
1680523200,2023-04-03 12:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,3.92,10000,-4.92,-1.09,2.3,4.97,1025,,,50,7.6,5,15.65,,,,,75,803,Clouds,broken clouds,04d
1680526800,2023-04-03 13:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,4.58,10000,-5.1,-0.39,2.86,6.12,1025,,,47,8.05,33,17.88,,,,,75,803,Clouds,broken clouds,04d
1680530400,2023-04-03 14:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,3.61,10000,-5.18,-1.33,2.3,4.45,1025,,,50,7.15,355,14.31,,,,,75,803,Clouds,broken clouds,04d
1680534000,2023-04-03 15:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,3.98,10000,-4.87,-0.85,2.3,4.97,1025,,,50,7.15,21,13.86,,,,,40,802,Clouds,scattered clouds,03d
1680537600,2023-04-03 16:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,3.54,10000,-5.23,-0.67,2.3,3.9,1025,,,50,5.36,350,10.28,,,,,0,800,Clear,sky is clear,01d
1680541200,2023-04-03 17:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,2.83,10000,-4.71,-1.09,1.75,3.34,1025,,,55,4.47,17,9.83,,,,,0,800,Clear,sky is clear,01d
1680544800,2023-04-03 18:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,2.1,10000,-4.29,-2.9,0.95,2.81,1025,,,60,6.26,355,12.52,,,,,75,803,Clouds,broken clouds,04n
1680548400,2023-04-03 19:00:00 +0000 UTC,7200,Łódź,51.759248,19.455983,1.39,10000,-4.13,-2.65,0.33,1.81,1026,,,64,4.12,350,,,,,,20,801,Clouds,few clouds,02n
