dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1672531200,2023-01-01 00:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,12.72,10000,8.99,12.08,11.81,13.64,1015,,,78,2.57,190,,,,,,0,800,Clear,sky is clear,01n
1672534800,2023-01-01 01:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,13.04,10000,8.72,12.36,11.32,14.11,1015,,,75,3.6,200,,,,,,0,800,Clear,sky is clear,01n
1672538400,2023-01-01 02:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,12.35,10000,8.44,11.65,10.95,14.11,1015,,,77,5.14,210,,,,,,0,800,Clear,sky is clear,01n
1672542000,2023-01-01 03:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,12.82,10000,8.5,12.12,11.81,14.11,1015,,,75,4.92,205,12.96,,,,,0,800,Clear,sky is clear,01n
1672545600,2023-01-01 04:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,13.18,10000,8.25,12.43,12.52,14.44,1015,,,72,6.26,242,15.2,,,,,0,800,Clear,sky is clear,01n
1672549200,2023-01-01 05:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,13.01,10000,8.09,12.25,12.06,14.24,1015,,,72,5.14,220,,,,,,0,800,Clear,sky is clear,01n
1672552800,2023-01-01 06:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,12.78,10000,7.87,11.99,11.44,14.54,1016,,,72,4.63,220,,,,,,0,800,Clear,sky is clear,01n
1672556400,2023-01-01 07:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,12.75,10000,7.21,11.88,11.02,14.74,1017,,,69,5.66,220,,,,,,0,800,Clear,sky is clear,01d
1672560000,2023-01-01 08:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,13.27,10000,7.28,12.4,10.4,15.04,1017,,,67,5.14,220,,,,,,0,800,Clear,sky is clear,01d
1672563600,2023-01-01 09:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,14.39,10000,7.68,13.56,13.42,15.64,1018,,,64,4.63,210,,,,,,0,800,Clear,sky is clear,01d
1672567200,2023-01-01 10:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,15.12,10000,8.14,14.33,14.42,16.34,1018,,,63,4.63,220,,,,,,0,800,Clear,sky is clear,01d
1672570800,2023-01-01 11:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,16.07,10000,8.31,15.3,15.32,16.64,1017,,,60,6.71,215,12.07,,,,,0,800,Clear,sky is clear,01d
1672574400,2023-01-01 12:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,16.13,10000,8.37,15.37,15.62,16.64,1017,,,60,5.14,220,,,,,,0,800,Clear,sky is clear,01d
1672578000,2023-01-01 13:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,16,10000,8.73,15.27,15.23,16.8,1017,,,62,5.66,220,,,,,,0,800,Clear,sky is clear,01d
1672581600,2023-01-01 14:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,15.07,10000,8.32,14.3,14.42,15.53,1018,,,64,4.63,220,,,,,,0,800,Clear,sky is clear,01d
1672585200,2023-01-01 15:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,13.58,10000,8.22,12.82,12.81,14.9,1018,,,70,3.6,220,,,,,,0,800,Clear,sky is clear,01n
1672588800,2023-01-01 16:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,13.14,10000,8.01,12.36,12.42,14,1019,,,71,4.63,220,,,,,,0,800,Clear,sky is clear,01n
1672592400,2023-01-01 17:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,12.5,10000,7.8,11.71,11.81,13.3,1019,,,73,4.12,230,,,,,,0,800,Clear,sky is clear,01n
1672596000,2023-01-01 18:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,12.1,10000,7.81,11.32,11.02,12.75,1020,,,75,4.63,220,,,,,,0,800,Clear,sky is clear,01n
1672599600,2023-01-01 19:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,11.52,10000,7.25,10.69,10.42,12.19,1020,,,75,3.09,220,,,,,,0,800,Clear,sky is clear,01n
1672603200,2023-01-01 20:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,11.07,10000,7.01,10.22,8.73,11.75,1021,,,76,2.57,230,,,,,,0,800,Clear,sky is clear,01n
1672606800,2023-01-01 21:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,10.3,10000,6.82,9.45,8.73,10.84,1021,,,79,2.57,210,,,,,,0,800,Clear,sky is clear,01n
1672610400,2023-01-01 22:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,9.89,10000,6.42,8.06,8.66,10.08,1021,,,79,3.6,210,,,,,,0,800,Clear,sky is clear,01n
1672614000,2023-01-01 23:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,9.09,10000,6.01,9.09,7.55,9.52,1021,,,81,1,160,0,,,,,0,800,Clear,sky is clear,01n
1672617600,2023-01-02 00:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,9.15,10000,6.07,8.15,7.12,9.52,1021,,,81,2.06,220,,,,,,0,800,Clear,sky is clear,01n
1672621200,2023-01-02 01:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,9.21,10000,6.3,8.22,8.1,9.52,1021,,,82,2.06,210,,,,,,0,800,Clear,sky is clear,01n
1672624800,2023-01-02 02:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,9.1,10000,6.19,8.14,7.73,9.67,1020,,,82,2,220,0,,,,,0,800,Clear,sky is clear,01n
1672628400,2023-01-02 03:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,8.75,10000,6.03,8.18,5.92,9.45,1020,,,83,1.54,220,,,,,,0,800,Clear,sky is clear,01n
1672632000,2023-01-02 04:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,7.73,10000,5.2,7.73,5.32,8.34,1020,,,84,1,90,0,,,,,0,800,Clear,sky is clear,01n
1672635600,2023-01-02 05:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,7.8,10000,5.61,7.8,4.84,8.64,1020,,,86,1.03,0,,,,,,0,800,Clear,sky is clear,01n
1672639200,2023-01-02 06:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,8.27,10000,6.07,6.97,5.6,9.28,1019,,,86,2.24,198,4.02,,,,,0,800,Clear,sky is clear,01n
1672642800,2023-01-02 07:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,8.75,10000,6.2,7.54,6.9,9.41,1018,,,84,2.24,168,5.81,,,,,0,800,Clear,sky is clear,01d
1672646400,2023-01-02 08:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,9.51,10000,6.59,8.43,8.41,9.97,1018,,,82,2.24,188,5.36,,,,,0,800,Clear,sky is clear,01d
1672650000,2023-01-02 09:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,10.49,10000,7.19,9.68,8.9,11.08,1018,,,80,3,190,0,,,,,0,800,Clear,sky is clear,01d
1672653600,2023-01-02 10:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,11.6,10000,7.71,10.83,9.3,11.86,1018,,,77,3.58,185,7.6,,,,,0,800,Clear,sky is clear,01d
1672657200,2023-01-02 11:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,12.88,10000,8.36,12.16,10.9,13.84,1017,,,74,3.13,202,8.49,,,,,0,800,Clear,sky is clear,01d
1672660800,2023-01-02 12:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,13.65,10000,9.31,13.03,12.86,14.72,1017,,,75,2.06,250,,,,,,0,800,Clear,sky is clear,01d
1672664400,2023-01-02 13:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,14.21,10000,9.03,13.54,13,14.66,1017,,,71,3.09,210,,,,,,0,800,Clear,sky is clear,01d
1672668000,2023-01-02 14:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,13.8,10000,9.05,13.14,12.8,13.97,1017,,,73,3.09,200,,,,,,0,800,Clear,sky is clear,01d
1672671600,2023-01-02 15:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,12.96,10000,8.64,12.27,11.82,13.34,1017,,,75,3.09,210,,,,,,0,800,Clear,sky is clear,01n
1672675200,2023-01-02 16:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,11.99,10000,8.47,11.31,11.06,12.45,1017,,,79,3.6,210,,,,,,0,800,Clear,sky is clear,01n
1672678800,2023-01-02 17:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,11.11,10000,8.16,10.42,10.22,12.04,1017,,,82,3.09,210,,,,,,0,800,Clear,sky is clear,01n
1672682400,2023-01-02 18:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,10.18,10000,7.6,9.45,9.22,11.54,1017,,,84,2.57,210,,,,,,0,800,Clear,sky is clear,01n
1672686000,2023-01-02 19:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,10.05,10000,7.47,9.3,8.72,11.14,1017,,,84,3.09,210,,,,,,0,800,Clear,sky is clear,01n
1672689600,2023-01-02 20:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,9.29,10000,6.9,7.33,8.12,10.64,1017,,,85,3.6,220,,,,,,0,800,Clear,sky is clear,01n
1672693200,2023-01-02 21:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,8.98,10000,6.6,6.69,8.28,9.41,1018,,,85,4.12,220,,,,,,0,800,Clear,sky is clear,01n
1672696800,2023-01-02 22:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,8.79,10000,6.24,6.46,8.28,10.24,1018,,,84,4.12,220,,,,,,0,800,Clear,sky is clear,01n
1672700400,2023-01-02 23:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,9.31,10000,6.57,6.88,8.52,10.54,1019,,,83,4.63,220,,,,,,0,800,Clear,sky is clear,01n
1672704000,2023-01-03 00:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,9.41,10000,6.5,6.8,8.72,10.23,1019,,,82,5.14,230,,,,,,0,800,Clear,sky is clear,01n
1672707600,2023-01-03 01:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,9.77,10000,6.67,7.25,8.62,10.53,1019,,,81,5.14,240,,,,,,75,803,Clouds,broken clouds,04n
1672711200,2023-01-03 02:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,8.9,10000,7.02,5.79,8.34,9.52,1020,,,88,6.17,260,,,,,,75,520,Rain,light intensity shower rain,09n
1672714800,2023-01-03 03:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,8.58,10000,7.03,5.38,8.1,9,1021,,,90,6.17,260,,,,,,75,803,Clouds,broken clouds,04n
1672718400,2023-01-03 04:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,8.09,10000,6.71,4.76,7.62,8.6,1022,,,91,6.17,270,,,,,,75,803,Clouds,broken clouds,04n
1672722000,2023-01-03 05:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,7.86,10000,6.48,4.29,7.42,8.3,1022,,,91,6.69,250,,,,,,75,803,Clouds,broken clouds,04n
1672725600,2023-01-03 06:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,7.93,10000,6.71,4.38,7.62,8.3,1023,,,92,6.69,250,,,,,,75,803,Clouds,broken clouds,04n
1672729200,2023-01-03 07:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,7.87,10000,6.17,4.3,7.04,8.3,1023,,,89,6.69,250,,,,,,75,803,Clouds,broken clouds,04d
1672732800,2023-01-03 08:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,7.7,10000,5.84,4.08,6.99,7.86,1024,,,88,6.69,240,,,,,,75,803,Clouds,broken clouds,04d
1672736400,2023-01-03 09:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,7.65,10000,5.12,4.39,6.99,8.28,1025,,,84,5.66,260,,,,,,75,803,Clouds,broken clouds,04d
1672740000,2023-01-03 10:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,7.57,10000,4.7,3.92,6.81,8.3,1025,,,82,6.69,260,,,,,,75,803,Clouds,broken clouds,04d
1672743600,2023-01-03 11:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,7.62,10000,3.29,3.51,6.62,8.5,1025,,,74,8.23,260,,,,,,40,802,Clouds,scattered clouds,03d
1672747200,2023-01-03 12:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,7.06,10000,2.75,2.64,6.12,7.8,1025,,,74,8.75,250,,,,,,40,802,Clouds,scattered clouds,03d
1672750800,2023-01-03 13:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,7.01,10000,2.51,2.87,6.68,7.8,1025,,,73,7.72,260,,,,,,40,802,Clouds,scattered clouds,03d
1672754400,2023-01-03 14:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,5.94,10000,2.4,1.32,5.57,6.7,1026,,,78,8.23,260,,,,,,40,802,Clouds,scattered clouds,03d
1672758000,2023-01-03 15:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,4.81,10000,1.66,0.55,4.24,5.51,1026,,,80,6.26,288,10.28,,,,,20,801,Clouds,few clouds,02n
1672761600,2023-01-03 16:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,3.85,10000,0.89,0.7,3.26,5.1,1027,,,81,3.6,270,,,,,,0,800,Clear,sky is clear,01n
1672765200,2023-01-03 17:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,2.41,10000,0.31,-0.68,1.34,3.9,1027,,,86,3.09,250,,,,,,0,800,Clear,sky is clear,01n
1672768800,2023-01-03 18:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,1.46,10000,-0.13,-1.36,0.24,3,1028,,,89,2.57,230,,,,,,0,800,Clear,sky is clear,01n
1672772400,2023-01-03 19:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,0.96,10000,-0.43,0.96,-0.54,2.4,1028,,,90,1,220,0,,,,,21,801,Clouds,few clouds,02n
1672776000,2023-01-03 20:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,0.41,10000,-0.52,-2.05,-1.14,1.9,1028,,,93,2.06,240,,,,,,21,741,Fog,fog,50n
1672779600,2023-01-03 21:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,0.27,10000,-0.77,0.27,-1.19,1.75,1027,,,92,1.03,220,,,,,,32,741,Fog,fog,50n
1672783200,2023-01-03 22:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,0.01,10000,-0.74,0.01,-1.19,1.75,1028,,,94,0.51,0,,,,,,75,741,Fog,fog,50n
1672786800,2023-01-03 23:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,-0.07,10000,-0.69,-0.07,-2.04,1.75,1029,,,95,1.03,0,,,,,,75,741,Fog,fog,50n
1672790400,2023-01-04 00:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,0.33,10000,-0.33,0.33,-0.84,1.19,1028,,,95,0.51,0,,,,,,75,741,Fog,fog,50n
1672794000,2023-01-04 01:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,0.44,10000,-0.23,0.44,-1.16,1.75,1028,,,95,0.51,0,,,,,,40,802,Clouds,scattered clouds,03n
1672797600,2023-01-04 02:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,0.11,10000,-0.52,-1.69,-2.19,1.75,1028,,,95,1.54,220,,,,,,75,803,Clouds,broken clouds,04n
1672801200,2023-01-04 03:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,-0.49,5000,-1.11,-0.49,-1.66,0.9,1028,,,95,1.03,0,,,,,,33,741,Fog,fog,50n
1672801200,2023-01-04 03:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,-0.49,5000,-1.11,-0.49,-1.66,0.9,1028,,,95,1.03,0,,,,,,33,701,Mist,mist,50n
1672804800,2023-01-04 04:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,-0.67,3000,-1.29,-0.67,-1.83,0.3,1026,,,95,1.03,0,,,,,,72,741,Fog,fog,50n
1672804800,2023-01-04 04:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,-0.67,3000,-1.29,-0.67,-1.83,0.3,1026,,,95,1.03,0,,,,,,72,701,Mist,mist,50n
1672808400,2023-01-04 05:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,-0.84,600,-1.21,-2.78,-1.34,-0.4,1026,,,97,1.54,180,,,,,,100,741,Fog,fog,50n
1672812000,2023-01-04 06:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,-0.43,400,-0.92,-0.43,-1.83,0.01,1026,,,96,1.03,0,,,,,,100,741,Fog,fog,50n
1672815600,2023-01-04 07:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,-0.66,800,-1.03,-0.66,-1.83,0.01,1026,,,97,1.03,0,,,,,,40,741,Fog,fog,50d
1672819200,2023-01-04 08:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,0.44,4700,-0.23,-2.22,-0.5,1.08,1025,,,95,2.24,184,5.36,,,,,94,701,Mist,mist,50d
1672822800,2023-01-04 09:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,2.34,10000,1.48,-0.69,1.2,3.3,1024,,,94,3,190,0,,,,,0,800,Clear,sky is clear,01d
1672826400,2023-01-04 10:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,4.5,10000,2.85,0.98,3.1,5.01,1023,,,89,4.47,171,9.83,,,,,0,800,Clear,sky is clear,01d
1672830000,2023-01-04 11:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,5.35,10000,2.7,2.54,4.32,6.12,1021,,,83,3.58,196,8.05,,,,,0,800,Clear,sky is clear,01d
1672833600,2023-01-04 12:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,5.54,10000,2.01,2.27,4.84,6.12,1019,,,78,4.47,165,9.39,,,,,0,800,Clear,sky is clear,01d
1672837200,2023-01-04 13:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,5.67,10000,1.96,2.01,4.84,6.08,1018,,,77,5.36,219,11.62,,,,,0,800,Clear,sky is clear,01d
1672840800,2023-01-04 14:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,5.79,10000,2.08,2.26,5.12,6.12,1016,,,77,5.14,190,,0.13,,,,75,500,Rain,light rain,10d
1672844400,2023-01-04 15:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,4.65,10000,2.51,1.08,4.11,5.4,1015,,,86,4.63,200,,0.76,,,,100,500,Rain,light rain,10n
1672848000,2023-01-04 16:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,4.69,5000,3.35,0.88,4.11,5,1014,,,91,5.14,210,10.29,0.76,,,,75,500,Rain,light rain,10n
1672848000,2023-01-04 16:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,4.69,5000,3.35,0.88,4.11,5,1014,,,91,5.14,210,10.29,0.76,,,,75,701,Mist,mist,50n
1672851600,2023-01-04 17:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,4.74,8000,3.71,0.29,4.28,4.97,1013,,,93,6.69,220,,0.25,,,,75,500,Rain,light rain,10n
1672855200,2023-01-04 18:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,5.17,10000,4.28,0.66,4.77,5.64,1012,,,94,7.2,220,,0.25,,,,75,500,Rain,light rain,10n
1672858800,2023-01-04 19:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,5.4,6000,4.36,0.82,5.01,5.84,1011,,,93,7.6,216,16.09,0.64,,,,75,500,Rain,light rain,10n
1672862400,2023-01-04 20:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,5.78,7000,4.89,1.45,5.08,6.34,1010,,,94,7.2,220,,0.51,,,,75,500,Rain,light rain,10n
1672866000,2023-01-04 21:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,6,5000,5.26,1.73,5.57,6.84,1009,,,95,7.2,230,,1.02,,,,75,501,Rain,moderate rain,10n
1672866000,2023-01-04 21:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,6,5000,5.26,1.73,5.57,6.84,1009,,,95,7.2,230,,1.02,,,,75,701,Mist,mist,50n
1672869600,2023-01-04 22:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,6.54,10000,5.8,2.26,6.12,6.89,1008,,,95,7.72,220,,0.64,,,,75,500,Rain,light rain,10n
1672873200,2023-01-04 23:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,7.01,10000,6.11,3.03,6.62,7.74,1007,,,94,7.2,230,,,,,,75,520,Rain,light intensity shower rain,09n
1672876800,2023-01-05 00:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,7.77,10000,6.4,3.71,7.3,8.14,1007,,,91,8.23,220,,0.48,,,,100,500,Rain,light rain,10n
1672880400,2023-01-05 01:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,8.1,10000,6.56,4.6,7.73,8.86,1006,,,90,6.69,220,,0.97,,,,75,520,Rain,light intensity shower rain,09n
1672884000,2023-01-05 02:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,7.84,10000,6.62,3.94,7.23,8.3,1004,,,92,7.72,230,,0.51,,,,75,500,Rain,light rain,10n
1672887600,2023-01-05 03:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,7.97,7000,7.22,3.02,7.3,8.36,1004,,,95,12.35,250,,2.41,,,,100,521,Rain,shower rain,09n
1672891200,2023-01-05 04:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,7.71,10000,6.81,4,7.23,8.26,1004,,,94,7,270,14,1.02,,,,75,501,Rain,moderate rain,10n
1672894800,2023-01-05 05:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,7.93,10000,7.03,3.78,7.55,8.3,1004,,,94,8.75,250,,0.28,,,,75,500,Rain,light rain,10n
1672898400,2023-01-05 06:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,7.91,10000,6.85,3.5,7.17,8.3,1004,,,93,9.77,250,,0.65,,,,75,500,Rain,light rain,10n
1672902000,2023-01-05 07:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,7.73,10000,6.67,3.38,7.23,8.44,1005,,,93,9.26,250,,0.25,,,,75,520,Rain,light intensity shower rain,09d
1672905600,2023-01-05 08:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,8.34,10000,6.47,3.95,7.73,8.81,1005,,,88,10.29,250,,0.27,,,,75,500,Rain,light rain,10d
1672909200,2023-01-05 09:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,8.58,10000,6.54,4.57,7.73,8.97,1005,,,87,9,270,16,,,,,75,803,Clouds,broken clouds,04d
1672912800,2023-01-05 10:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,8.76,10000,6.38,4.74,8.17,9.11,1005,,,85,9.26,260,,0.24,,,,75,500,Rain,light rain,10d
1672916400,2023-01-05 11:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,8.51,10000,5.79,4.06,7.81,9.11,1005,,,83,10.8,260,,0.16,,,,75,520,Rain,light intensity shower rain,09d
1672920000,2023-01-05 12:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,8.6,10000,5.17,4.79,7.81,9.41,1005,,,79,8.23,260,,0.28,,,,40,500,Rain,light rain,10d
1672923600,2023-01-05 13:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,7.85,10000,4.97,3.88,7.06,8.73,1005,,,82,8,270,0,0.36,,,,75,520,Rain,light intensity shower rain,09d
1672927200,2023-01-05 14:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,6.96,10000,3.75,2.12,6.62,7.62,1006,,,80,10.29,260,15.43,0.23,,,,75,520,Rain,light intensity shower rain,09d
1672930800,2023-01-05 15:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,6.91,10000,4.05,1.95,6.51,7.19,1007,,,82,10.73,230,19.22,0.19,,,,100,500,Rain,light rain,10n
1672934400,2023-01-05 16:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,6.67,10000,4.16,1.42,6.19,7.19,1007,,,84,11.62,283,22.35,0.15,,,,75,500,Rain,light rain,10n
1672938000,2023-01-05 17:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,4.83,10000,3.17,-0.2,3.97,5.6,1009,,,89,8.49,328,23.25,1.02,,,,75,501,Rain,moderate rain,10n
1672941600,2023-01-05 18:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,4.44,10000,2.14,-1.78,3.97,4.95,1011,,,85,12.52,284,22.8,,,,,100,804,Clouds,overcast clouds,04n
1672945200,2023-01-05 19:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,4.01,10000,1.88,-1.41,3.52,4.5,1012,,,86,8.94,276,19.22,,,,,100,804,Clouds,overcast clouds,04n
1672948800,2023-01-05 20:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,3.54,10000,1.9,-1.63,2.86,4.28,1013,,,89,7.72,270,,,,,,75,500,Rain,light rain,10n
1672952400,2023-01-05 21:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,3.35,10000,1.87,-2.28,2.86,3.9,1014,,,90,8.94,287,19.22,0.51,,,,100,500,Rain,light rain,10n
1672956000,2023-01-05 22:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,3.1,10000,1.93,-2.88,2.3,3.84,1015,,,92,9.83,299,16.99,0.51,,,,100,500,Rain,light rain,10n
1672959600,2023-01-05 23:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,3.26,10000,1.47,-2.4,2.62,3.81,1017,,,88,8.94,325,16.09,,,,,75,803,Clouds,broken clouds,04n
1672963200,2023-01-06 00:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,3.04,10000,0.93,-1.07,2.3,3.34,1017,,,86,4.92,313,10.28,,,,,75,803,Clouds,broken clouds,04n
1672966800,2023-01-06 01:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,2.83,10000,0.56,-1.97,2.06,3.34,1018,,,85,6.26,323,10.73,,,,,75,803,Clouds,broken clouds,04n
1672970400,2023-01-06 02:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,2.23,10000,0.13,-1.28,1.51,2.79,1019,,,86,3.6,330,,,,,,75,803,Clouds,broken clouds,04n
1672974000,2023-01-06 03:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,1.95,10000,0.02,-1.23,0.95,2.79,1020,,,87,3.09,300,,,,,,100,804,Clouds,overcast clouds,04n
1672977600,2023-01-06 04:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,1.85,10000,-0.21,-1.28,0.95,2.23,1020,,,86,3,330,0,,,,,75,803,Clouds,broken clouds,04n
1672981200,2023-01-06 05:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,1.65,10000,-0.38,-1.59,0.64,2.23,1021,,,86,3.09,320,,,,,,75,803,Clouds,broken clouds,04n
1672984800,2023-01-06 06:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,0.9,10000,-1.03,-2.42,-0.05,1.51,1021,,,86,3,10,0,,,,,40,802,Clouds,scattered clouds,03n
1672988400,2023-01-06 07:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,0.63,10000,-0.99,0.63,-0.78,1.51,1021,,,88,1.03,0,,,,,,100,804,Clouds,overcast clouds,04d
1672992000,2023-01-06 08:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,0.99,10000,-0.68,0.99,-0.16,1.64,1022,,,88,1,210,0,,,,,100,804,Clouds,overcast clouds,04d
1672995600,2023-01-06 09:00:00 +0000 UTC,3600,Łódź,51.759248,19.455983,1.68,10000,-0.36,1.68,0.95,2.23,1022,,,86,1,140,0,,,,,100,804,Clouds,overcast clouds,04d
